plannin_area,subzone,age_group,sex,count
serangoon,seletar hills,85+,m,60
serangoon,serangoon central,85+,m,90
serangoon,serangoon garden,85+,m,210
serangoon,serangoon north,85+,m,30
serangoon,upper paya lebar,85+,m,70
singapore river,clarke quay,85+,m,10
singapore river,robertson quay,85+,m,10
tampines,simei,85+,m,130
tampines,tampines east,85+,m,370
tampines,tampines west,85+,m,170
tanglin,chatsworth,85+,m,20
tanglin,nassim,85+,m,50
tanglin,ridout,85+,m,10
tanglin,tyersall,85+,m,20
toa payoh,boon teck,85+,m,120
toa payoh,braddell,85+,m,90
toa payoh,joo seng,85+,m,50
toa payoh,kim keat,85+,m,50
toa payoh,lorong 8 toa payoh,85+,m,50
toa payoh,pei chun,85+,m,70
toa payoh,potong pasir,85+,m,40
toa payoh,sennett,85+,m,60
toa payoh,toa payoh central,85+,m,180
toa payoh,toa payoh west,85+,m,110
toa payoh,woodleigh,85+,m,10
woodlands,midview,85+,m,70
woodlands,north coast,85+,m,40
woodlands,woodgrove,85+,m,70
woodlands,woodlands east,85+,m,110
woodlands,woodlands south,85+,m,50
woodlands,woodlands west,85+,m,100
yishun,khatib,85+,m,30
yishun,nee soon,85+,m,10
yishun,northland,85+,m,70
yishun,springleaf,85+,m,20
yishun,yishun east,85+,m,60
yishun,yishun south,85+,m,120
yishun,yishun west,85+,m,150
ang mo kio,ang mo kio town centre,0-4,f,130
ang mo kio,cheng san,0-4,f,620
ang mo kio,chong boon,0-4,f,460
ang mo kio,kebun bahru,0-4,f,400
ang mo kio,sembawang hills,0-4,f,100
ang mo kio,shangri-la,0-4,f,360
ang mo kio,tagore,0-4,f,170
ang mo kio,townsville,0-4,f,520
ang mo kio,yio chu kang east,0-4,f,80
ang mo kio,yio chu kang west,0-4,f,470
bedok,bayshore,0-4,f,220
bedok,bedok north,0-4,f,1590
bedok,bedok reservoir,0-4,f,630
bedok,bedok south,0-4,f,960
bedok,frankel,0-4,f,790
bedok,kaki bukit,0-4,f,730
bedok,kembangan,0-4,f,740
bedok,siglap,0-4,f,100
bishan,bishan east,0-4,f,520
bishan,marymount,0-4,f,650
bishan,upper thomson,0-4,f,460
bukit batok,bukit batok central,0-4,f,480
bukit batok,bukit batok east,0-4,f,230
bukit batok,bukit batok south,0-4,f,260
bukit batok,bukit batok west,0-4,f,290
bukit batok,gombak,0-4,f,290
bukit batok,guilin,0-4,f,290
bukit batok,hillview,0-4,f,310
bukit batok,hong kah north,0-4,f,530
bukit merah,alexandra hill,0-4,f,300
bukit merah,alexandra north,0-4,f,40
bukit merah,bukit ho swee,0-4,f,360
bukit merah,bukit merah,0-4,f,30
bukit merah,depot road,0-4,f,160
bukit merah,everton park,0-4,f,210
bukit merah,henderson hill,0-4,f,270
bukit merah,kampong tiong bahru,0-4,f,170
bukit merah,maritime square,0-4,f,100
bukit merah,redhill,0-4,f,380
bukit merah,telok blangah drive,0-4,f,330
bukit merah,telok blangah rise,0-4,f,200
bukit merah,telok blangah way,0-4,f,220
bukit merah,tiong bahru,0-4,f,340
bukit merah,tiong bahru station,0-4,f,430
bukit panjang,bangkit,0-4,f,400
bukit panjang,dairy farm,0-4,f,110
bukit panjang,fajar,0-4,f,850
bukit panjang,jelebu,0-4,f,570
bukit panjang,nature reserve,0-4,f,90
bukit panjang,saujana,0-4,f,770
bukit panjang,senja,0-4,f,760
bukit timah,anak bukit,0-4,f,350
bukit timah,coronation road,0-4,f,170
bukit timah,farrer court,0-4,f,130
bukit timah,hillcrest,0-4,f,230
bukit timah,holland road,0-4,f,260
bukit timah,leedon park,0-4,f,150
bukit timah,swiss club,0-4,f,110
bukit timah,ulu pandan,0-4,f,200
changi,changi point,0-4,f,10
changi,changi west,0-4,f,80
choa chu kang,choa chu kang central,0-4,f,400
choa chu kang,choa chu kang north,0-4,f,580
choa chu kang,keat hong,0-4,f,270
choa chu kang,peng siang,0-4,f,720
choa chu kang,teck whye,0-4,f,520
choa chu kang,yew tee,0-4,f,1050
clementi,clementi central,0-4,f,280
clementi,clementi north,0-4,f,530
clementi,clementi west,0-4,f,330
clementi,clementi woods,0-4,f,430
clementi,faber,0-4,f,90
clementi,sunset way,0-4,f,110
clementi,west coast,0-4,f,170
downtown core,bugis,0-4,f,40
downtown core,cecil,0-4,f,10
downtown core,central subzone,0-4,f,10
geylang,aljunied,0-4,f,730
geylang,geylang east,0-4,f,750
geylang,kampong ubi,0-4,f,230
geylang,macpherson,0-4,f,470
hougang,hougang central,0-4,f,80
hougang,hougang east,0-4,f,490
hougang,hougang west,0-4,f,780
hougang,kangkar,0-4,f,520
hougang,kovan,0-4,f,470
hougang,lorong ah soo,0-4,f,590
hougang,tai seng,0-4,f,280
hougang,trafalgar,0-4,f,900
jurong east,lakeside,0-4,f,10
jurong east,teban gardens,0-4,f,430
jurong east,toh guan,0-4,f,310
jurong east,yuhua east,0-4,f,470
jurong east,yuhua west,0-4,f,390
jurong west,boon lay place,0-4,f,920
jurong west,hong kah,0-4,f,1060
jurong west,jurong west central,0-4,f,2080
jurong west,taman jurong,0-4,f,940
jurong west,wenya,0-4,f,360
jurong west,yunnan,0-4,f,1370
kallang,bendemeer,0-4,f,790
kallang,boon keng,0-4,f,230
kallang,crawford,0-4,f,140
kallang,geylang bahru,0-4,f,200
kallang,kampong bugis,0-4,f,20
kallang,kampong java,0-4,f,210
kallang,lavender,0-4,f,230
kallang,tanjong rhu,0-4,f,300
mandai,mandai estate,0-4,f,40
marine parade,katong,0-4,f,190
marine parade,marine parade,0-4,f,650
marine parade,mountbatten,0-4,f,220
museum,dhoby ghaut,0-4,f,10
newton,cairnhill,0-4,f,70
newton,goodwood park,0-4,f,20
newton,monk's hill,0-4,f,20
newton,newton circus,0-4,f,10
newton,orange grove,0-4,f,40
novena,balestier,0-4,f,700
novena,dunearn,0-4,f,80
novena,malcolm,0-4,f,60
novena,moulmein,0-4,f,270
novena,mount pleasant,0-4,f,10
orchard,tanglin,0-4,f,20
outram,china square,0-4,f,20
outram,chinatown,0-4,f,520
outram,pearl's hill,0-4,f,140
outram,people's park,0-4,f,10
pasir ris,flora drive,0-4,f,290
pasir ris,loyang east,0-4,f,30
pasir ris,pasir ris central,0-4,f,630
pasir ris,pasir ris drive,0-4,f,1070
pasir ris,pasir ris park,0-4,f,80
pasir ris,pasir ris west,0-4,f,710
punggol,matilda,0-4,f,2070
punggol,punggol field,0-4,f,1450
punggol,punggol town centre,0-4,f,580
punggol,waterway east,0-4,f,1760
queenstown,commonwealth,0-4,f,150
queenstown,dover,0-4,f,330
queenstown,ghim moh,0-4,f,250
queenstown,holland drive,0-4,f,240
queenstown,kent ridge,0-4,f,10
queenstown,margaret drive,0-4,f,350
queenstown,mei chin,0-4,f,310
queenstown,national university of s'pore,0-4,f,10
queenstown,one north,0-4,f,20
queenstown,pasir panjang 1,0-4,f,100
queenstown,pasir panjang 2,0-4,f,90
queenstown,singapore polytechnic,0-4,f,10
queenstown,tanglin halt,0-4,f,280
river valley,institution hill,0-4,f,100
river valley,leonie hill,0-4,f,60
river valley,one tree hill,0-4,f,40
river valley,oxley,0-4,f,30
rochor,bencoolen,0-4,f,30
rochor,farrer park,0-4,f,70
rochor,little india,0-4,f,50
rochor,mount emily,0-4,f,30
rochor,selegie,0-4,f,10
rochor,sungei road,0-4,f,60
rochor,victoria,0-4,f,20
sembawang,admiralty,0-4,f,480
sembawang,sembawang central,0-4,f,750
sembawang,sembawang north,0-4,f,830
sembawang,sembawang springs,0-4,f,90
sembawang,sembawang straits,0-4,f,40
sengkang,anchorvale,0-4,f,1470
sengkang,compassvale,0-4,f,940
sengkang,fernvale,0-4,f,2000
sengkang,rivervale,0-4,f,1510
sengkang,sengkang town centre,0-4,f,1540
serangoon,lorong chuan,0-4,f,160
serangoon,seletar hills,0-4,f,230
serangoon,serangoon central,0-4,f,460
serangoon,serangoon garden,0-4,f,630
serangoon,serangoon north,0-4,f,270
serangoon,upper paya lebar,0-4,f,240
singapore river,boat quay,0-4,f,10
singapore river,robertson quay,0-4,f,110
southern islands,sentosa,0-4,f,40
sungei kadut,turf club,0-4,f,10
tampines,simei,0-4,f,930
tampines,tampines east,0-4,f,2760
tampines,tampines west,0-4,f,1630
tampines,xilin,0-4,f,40
tanglin,chatsworth,0-4,f,170
tanglin,nassim,0-4,f,200
tanglin,ridout,0-4,f,40
tanglin,tyersall,0-4,f,70
toa payoh,boon teck,0-4,f,250
toa payoh,braddell,0-4,f,180
toa payoh,joo seng,0-4,f,110
toa payoh,kim keat,0-4,f,140
toa payoh,lorong 8 toa payoh,0-4,f,130
toa payoh,pei chun,0-4,f,200
toa payoh,potong pasir,0-4,f,220
toa payoh,sennett,0-4,f,60
toa payoh,toa payoh central,0-4,f,860
toa payoh,toa payoh west,0-4,f,200
toa payoh,woodleigh,0-4,f,60
western water catchment,western water catchment,0-4,f,20
woodlands,midview,0-4,f,750
woodlands,north coast,0-4,f,240
woodlands,woodgrove,0-4,f,640
woodlands,woodlands east,0-4,f,2450
woodlands,woodlands south,0-4,f,1050
woodlands,woodlands west,0-4,f,630
yishun,khatib,0-4,f,170
yishun,lower seletar,0-4,f,150
yishun,nee soon,0-4,f,20
yishun,northland,0-4,f,540
yishun,springleaf,0-4,f,70
yishun,yishun central,0-4,f,20
yishun,yishun east,0-4,f,2210
yishun,yishun south,0-4,f,710
yishun,yishun west,0-4,f,1080
ang mo kio,ang mo kio town centre,5-9,f,160
ang mo kio,cheng san,5-9,f,550
ang mo kio,chong boon,5-9,f,520
ang mo kio,kebun bahru,5-9,f,520
ang mo kio,sembawang hills,5-9,f,200
ang mo kio,shangri-la,5-9,f,380
ang mo kio,tagore,5-9,f,180
ang mo kio,townsville,5-9,f,510
ang mo kio,yio chu kang east,5-9,f,80
ang mo kio,yio chu kang west,5-9,f,690
bedok,bayshore,5-9,f,260
bedok,bedok north,5-9,f,1790
bedok,bedok reservoir,5-9,f,680
bedok,bedok south,5-9,f,1130
bedok,frankel,5-9,f,1080
bedok,kaki bukit,5-9,f,820
bedok,kembangan,5-9,f,770
bedok,siglap,5-9,f,140
bishan,bishan east,5-9,f,650
bishan,marymount,5-9,f,690
bishan,upper thomson,5-9,f,690
bukit batok,bukit batok central,5-9,f,640
bukit batok,bukit batok east,5-9,f,330
bukit batok,bukit batok south,5-9,f,360
bukit batok,bukit batok west,5-9,f,390
bukit batok,gombak,5-9,f,280
bukit batok,guilin,5-9,f,320
bukit batok,hillview,5-9,f,460
bukit batok,hong kah north,5-9,f,670
bukit merah,alexandra hill,5-9,f,320
bukit merah,alexandra north,5-9,f,30
bukit merah,bukit ho swee,5-9,f,320
bukit merah,bukit merah,5-9,f,30
bukit merah,depot road,5-9,f,160
bukit merah,everton park,5-9,f,210
bukit merah,henderson hill,5-9,f,300
bukit merah,kampong tiong bahru,5-9,f,210
bukit merah,maritime square,5-9,f,90
bukit merah,redhill,5-9,f,370
bukit merah,telok blangah drive,5-9,f,360
bukit merah,telok blangah rise,5-9,f,250
bukit merah,telok blangah way,5-9,f,260
bukit merah,tiong bahru,5-9,f,310
bukit merah,tiong bahru station,5-9,f,500
bukit panjang,bangkit,5-9,f,450
bukit panjang,dairy farm,5-9,f,150
bukit panjang,fajar,5-9,f,810
bukit panjang,jelebu,5-9,f,790
bukit panjang,nature reserve,5-9,f,120
bukit panjang,saujana,5-9,f,730
bukit panjang,senja,5-9,f,720
bukit timah,anak bukit,5-9,f,580
bukit timah,coronation road,5-9,f,260
bukit timah,farrer court,5-9,f,160
bukit timah,hillcrest,5-9,f,410
bukit timah,holland road,5-9,f,510
bukit timah,leedon park,5-9,f,190
bukit timah,swiss club,5-9,f,210
bukit timah,ulu pandan,5-9,f,320
changi,changi point,5-9,f,20
changi,changi west,5-9,f,100
choa chu kang,choa chu kang central,5-9,f,570
choa chu kang,choa chu kang north,5-9,f,880
choa chu kang,keat hong,5-9,f,380
choa chu kang,peng siang,5-9,f,760
choa chu kang,teck whye,5-9,f,540
choa chu kang,yew tee,5-9,f,1380
clementi,clementi central,5-9,f,340
clementi,clementi north,5-9,f,560
clementi,clementi west,5-9,f,380
clementi,clementi woods,5-9,f,390
clementi,faber,5-9,f,150
clementi,sunset way,5-9,f,150
clementi,west coast,5-9,f,190
downtown core,bugis,5-9,f,20
downtown core,central subzone,5-9,f,10
geylang,aljunied,5-9,f,920
geylang,geylang east,5-9,f,790
geylang,kampong ubi,5-9,f,290
geylang,macpherson,5-9,f,540
hougang,hougang central,5-9,f,100
hougang,hougang east,5-9,f,460
hougang,hougang west,5-9,f,920
hougang,kangkar,5-9,f,570
hougang,kovan,5-9,f,580
hougang,lorong ah soo,5-9,f,770
hougang,tai seng,5-9,f,380
hougang,trafalgar,5-9,f,1250
jurong east,lakeside,5-9,f,20
jurong east,teban gardens,5-9,f,460
jurong east,toh guan,5-9,f,410
jurong east,yuhua east,5-9,f,560
jurong east,yuhua west,5-9,f,470
jurong west,boon lay place,5-9,f,880
jurong west,hong kah,5-9,f,1340
jurong west,jurong west central,5-9,f,2360
jurong west,taman jurong,5-9,f,1010
jurong west,wenya,5-9,f,380
jurong west,yunnan,5-9,f,1820
kallang,bendemeer,5-9,f,700
kallang,boon keng,5-9,f,230
kallang,crawford,5-9,f,160
kallang,geylang bahru,5-9,f,260
kallang,kampong bugis,5-9,f,10
kallang,kampong java,5-9,f,240
kallang,lavender,5-9,f,250
kallang,tanjong rhu,5-9,f,360
mandai,mandai estate,5-9,f,70
marine parade,katong,5-9,f,280
marine parade,marine parade,5-9,f,800
marine parade,mountbatten,5-9,f,300
museum,fort canning,5-9,f,10
newton,cairnhill,5-9,f,100
newton,goodwood park,5-9,f,40
newton,monk's hill,5-9,f,20
newton,newton circus,5-9,f,10
newton,orange grove,5-9,f,40
novena,balestier,5-9,f,730
novena,dunearn,5-9,f,150
novena,malcolm,5-9,f,100
novena,moulmein,5-9,f,260
novena,mount pleasant,5-9,f,10
orchard,boulevard,5-9,f,10
orchard,tanglin,5-9,f,20
outram,china square,5-9,f,10
outram,chinatown,5-9,f,380
outram,pearl's hill,5-9,f,150
pasir ris,flora drive,5-9,f,320
pasir ris,loyang east,5-9,f,50
pasir ris,pasir ris central,5-9,f,620
pasir ris,pasir ris drive,5-9,f,1370
pasir ris,pasir ris park,5-9,f,110
pasir ris,pasir ris west,5-9,f,960
punggol,matilda,5-9,f,1080
punggol,punggol field,5-9,f,1860
punggol,punggol town centre,5-9,f,300
punggol,waterway east,5-9,f,1220
queenstown,commonwealth,5-9,f,150
queenstown,dover,5-9,f,400
queenstown,ghim moh,5-9,f,280
queenstown,holland drive,5-9,f,250
queenstown,kent ridge,5-9,f,30
queenstown,margaret drive,5-9,f,280
queenstown,mei chin,5-9,f,370
queenstown,one north,5-9,f,20
queenstown,pasir panjang 1,5-9,f,110
queenstown,pasir panjang 2,5-9,f,70
queenstown,tanglin halt,5-9,f,260
river valley,institution hill,5-9,f,130
river valley,leonie hill,5-9,f,80
river valley,one tree hill,5-9,f,40
river valley,oxley,5-9,f,40
river valley,paterson,5-9,f,10
rochor,bencoolen,5-9,f,30
rochor,farrer park,5-9,f,80
rochor,little india,5-9,f,70
rochor,mount emily,5-9,f,30
rochor,selegie,5-9,f,10
rochor,sungei road,5-9,f,50
rochor,victoria,5-9,f,30
seletar,seletar,5-9,f,10
sembawang,admiralty,5-9,f,560
sembawang,sembawang central,5-9,f,920
sembawang,sembawang north,5-9,f,1020
sembawang,sembawang springs,5-9,f,110
sembawang,sembawang straits,5-9,f,40
sengkang,anchorvale,5-9,f,1560
sengkang,compassvale,5-9,f,830
sengkang,fernvale,5-9,f,1400
sengkang,rivervale,5-9,f,1900
sengkang,sengkang town centre,5-9,f,1790
serangoon,lorong chuan,5-9,f,200
serangoon,seletar hills,5-9,f,280
serangoon,serangoon central,5-9,f,460
serangoon,serangoon garden,5-9,f,800
serangoon,serangoon north,5-9,f,460
serangoon,upper paya lebar,5-9,f,280
singapore river,robertson quay,5-9,f,90
southern islands,sentosa,5-9,f,50
sungei kadut,turf club,5-9,f,10
tampines,simei,5-9,f,1060
tampines,tampines east,5-9,f,3000
tampines,tampines west,5-9,f,1840
tampines,xilin,5-9,f,30
tanglin,chatsworth,5-9,f,190
tanglin,nassim,5-9,f,360
tanglin,ridout,5-9,f,30
tanglin,tyersall,5-9,f,140
toa payoh,boon teck,5-9,f,320
toa payoh,braddell,5-9,f,250
toa payoh,joo seng,5-9,f,160
toa payoh,kim keat,5-9,f,160
toa payoh,lorong 8 toa payoh,5-9,f,150
toa payoh,pei chun,5-9,f,260
toa payoh,potong pasir,5-9,f,200
toa payoh,sennett,5-9,f,90
toa payoh,toa payoh central,5-9,f,850
toa payoh,toa payoh west,5-9,f,230
toa payoh,woodleigh,5-9,f,70
western water catchment,western water catchment,5-9,f,20
woodlands,midview,5-9,f,900
woodlands,north coast,5-9,f,270
woodlands,woodgrove,5-9,f,870
woodlands,woodlands east,5-9,f,3040
woodlands,woodlands south,5-9,f,1250
woodlands,woodlands west,5-9,f,700
yishun,khatib,5-9,f,220
yishun,lower seletar,5-9,f,100
yishun,nee soon,5-9,f,20
yishun,northland,5-9,f,690
yishun,springleaf,5-9,f,90
yishun,yishun central,5-9,f,40
yishun,yishun east,5-9,f,1640
yishun,yishun south,5-9,f,850
yishun,yishun west,5-9,f,1250
ang mo kio,ang mo kio town centre,10-14,f,160
ang mo kio,cheng san,10-14,f,620
ang mo kio,chong boon,10-14,f,530
ang mo kio,kebun bahru,10-14,f,540
ang mo kio,sembawang hills,10-14,f,250
ang mo kio,shangri-la,10-14,f,410
ang mo kio,tagore,10-14,f,270
ang mo kio,townsville,10-14,f,450
ang mo kio,yio chu kang east,10-14,f,130
ang mo kio,yio chu kang west,10-14,f,740
bedok,bayshore,10-14,f,240
bedok,bedok north,10-14,f,2070
bedok,bedok reservoir,10-14,f,800
bedok,bedok south,10-14,f,1170
bedok,frankel,10-14,f,950
bedok,kaki bukit,10-14,f,1000
bedok,kembangan,10-14,f,890
bedok,siglap,10-14,f,170
bishan,bishan east,10-14,f,660
bishan,marymount,10-14,f,800
bishan,upper thomson,10-14,f,770
bukit batok,bukit batok central,10-14,f,730
bukit batok,bukit batok east,10-14,f,340
bukit batok,bukit batok south,10-14,f,410
bukit batok,bukit batok west,10-14,f,410
bukit batok,gombak,10-14,f,230
bukit batok,guilin,10-14,f,410
bukit batok,hillview,10-14,f,650
bukit batok,hong kah north,10-14,f,770
bukit merah,alexandra hill,10-14,f,320
bukit merah,alexandra north,10-14,f,30
bukit merah,bukit ho swee,10-14,f,270
bukit merah,bukit merah,10-14,f,30
bukit merah,depot road,10-14,f,110
bukit merah,everton park,10-14,f,180
bukit merah,henderson hill,10-14,f,280
bukit merah,kampong tiong bahru,10-14,f,200
bukit merah,maritime square,10-14,f,80
bukit merah,redhill,10-14,f,280
bukit merah,telok blangah drive,10-14,f,350
bukit merah,telok blangah rise,10-14,f,280
bukit merah,telok blangah way,10-14,f,200
bukit merah,tiong bahru,10-14,f,210
bukit merah,tiong bahru station,10-14,f,410
bukit panjang,bangkit,10-14,f,650
bukit panjang,dairy farm,10-14,f,190
bukit panjang,fajar,10-14,f,750
bukit panjang,jelebu,10-14,f,950
bukit panjang,nature reserve,10-14,f,150
bukit panjang,saujana,10-14,f,770
bukit panjang,senja,10-14,f,670
bukit timah,anak bukit,10-14,f,650
bukit timah,coronation road,10-14,f,230
bukit timah,farrer court,10-14,f,130
bukit timah,hillcrest,10-14,f,360
bukit timah,holland road,10-14,f,440
bukit timah,leedon park,10-14,f,200
bukit timah,swiss club,10-14,f,200
bukit timah,ulu pandan,10-14,f,350
changi,changi point,10-14,f,20
changi,changi west,10-14,f,80
choa chu kang,choa chu kang central,10-14,f,640
choa chu kang,choa chu kang north,10-14,f,1330
choa chu kang,keat hong,10-14,f,500
choa chu kang,peng siang,10-14,f,970
choa chu kang,teck whye,10-14,f,750
choa chu kang,yew tee,10-14,f,1490
clementi,clementi central,10-14,f,320
clementi,clementi north,10-14,f,550
clementi,clementi west,10-14,f,430
clementi,clementi woods,10-14,f,410
clementi,faber,10-14,f,130
clementi,sunset way,10-14,f,150
clementi,west coast,10-14,f,220
downtown core,bugis,10-14,f,30
downtown core,central subzone,10-14,f,10
downtown core,tanjong pagar,10-14,f,10
geylang,aljunied,10-14,f,910
geylang,geylang east,10-14,f,750
geylang,kampong ubi,10-14,f,330
geylang,macpherson,10-14,f,710
hougang,hougang central,10-14,f,130
hougang,hougang east,10-14,f,450
hougang,hougang west,10-14,f,1060
hougang,kangkar,10-14,f,700
hougang,kovan,10-14,f,680
hougang,lorong ah soo,10-14,f,890
hougang,tai seng,10-14,f,440
hougang,trafalgar,10-14,f,1350
jurong east,lakeside,10-14,f,10
jurong east,teban gardens,10-14,f,470
jurong east,toh guan,10-14,f,480
jurong east,yuhua east,10-14,f,690
jurong east,yuhua west,10-14,f,550
jurong west,boon lay place,10-14,f,820
jurong west,hong kah,10-14,f,1560
jurong west,jurong west central,10-14,f,2140
jurong west,taman jurong,10-14,f,1100
jurong west,wenya,10-14,f,270
jurong west,yunnan,10-14,f,2190
kallang,bendemeer,10-14,f,670
kallang,boon keng,10-14,f,250
kallang,crawford,10-14,f,170
kallang,geylang bahru,10-14,f,290
kallang,kampong bugis,10-14,f,10
kallang,kampong java,10-14,f,210
kallang,lavender,10-14,f,220
kallang,tanjong rhu,10-14,f,350
mandai,mandai estate,10-14,f,80
marine parade,katong,10-14,f,270
marine parade,marine parade,10-14,f,740
marine parade,mountbatten,10-14,f,340
newton,cairnhill,10-14,f,80
newton,goodwood park,10-14,f,30
newton,monk's hill,10-14,f,20
newton,newton circus,10-14,f,10
newton,orange grove,10-14,f,20
novena,balestier,10-14,f,690
novena,dunearn,10-14,f,150
novena,malcolm,10-14,f,100
novena,moulmein,10-14,f,220
novena,mount pleasant,10-14,f,30
orchard,boulevard,10-14,f,10
orchard,tanglin,10-14,f,10
outram,china square,10-14,f,10
outram,chinatown,10-14,f,200
outram,pearl's hill,10-14,f,140
pasir ris,flora drive,10-14,f,400
pasir ris,loyang east,10-14,f,70
pasir ris,pasir ris central,10-14,f,710
pasir ris,pasir ris drive,10-14,f,1780
pasir ris,pasir ris park,10-14,f,110
pasir ris,pasir ris west,10-14,f,1300
punggol,matilda,10-14,f,590
punggol,northshore,10-14,f,10
punggol,punggol field,10-14,f,1630
punggol,punggol town centre,10-14,f,140
punggol,waterway east,10-14,f,660
queenstown,commonwealth,10-14,f,150
queenstown,dover,10-14,f,360
queenstown,ghim moh,10-14,f,270
queenstown,holland drive,10-14,f,270
queenstown,kent ridge,10-14,f,30
queenstown,margaret drive,10-14,f,210
queenstown,mei chin,10-14,f,390
queenstown,one north,10-14,f,10
queenstown,pasir panjang 1,10-14,f,110
queenstown,pasir panjang 2,10-14,f,100
queenstown,singapore polytechnic,10-14,f,10
queenstown,tanglin halt,10-14,f,250
river valley,institution hill,10-14,f,90
river valley,leonie hill,10-14,f,100
river valley,one tree hill,10-14,f,60
river valley,oxley,10-14,f,30
rochor,bencoolen,10-14,f,20
rochor,farrer park,10-14,f,70
rochor,little india,10-14,f,80
rochor,mount emily,10-14,f,40
rochor,sungei road,10-14,f,60
rochor,victoria,10-14,f,30
seletar,seletar,10-14,f,10
sembawang,admiralty,10-14,f,480
sembawang,sembawang central,10-14,f,1000
sembawang,sembawang north,10-14,f,900
sembawang,sembawang springs,10-14,f,160
sembawang,sembawang straits,10-14,f,60
sengkang,anchorvale,10-14,f,1240
sengkang,compassvale,10-14,f,450
sengkang,fernvale,10-14,f,800
sengkang,rivervale,10-14,f,1930
sengkang,sengkang town centre,10-14,f,1710
serangoon,lorong chuan,10-14,f,250
serangoon,seletar hills,10-14,f,390
serangoon,serangoon central,10-14,f,580
serangoon,serangoon garden,10-14,f,890
serangoon,serangoon north,10-14,f,550
serangoon,upper paya lebar,10-14,f,350
singapore river,robertson quay,10-14,f,70
southern islands,sentosa,10-14,f,50
sungei kadut,turf club,10-14,f,20
tampines,simei,10-14,f,1160
tampines,tampines east,10-14,f,3510
tampines,tampines west,10-14,f,2080
tampines,xilin,10-14,f,50
tanglin,chatsworth,10-14,f,150
tanglin,nassim,10-14,f,310
tanglin,ridout,10-14,f,40
tanglin,tyersall,10-14,f,90
toa payoh,boon teck,10-14,f,340
toa payoh,braddell,10-14,f,250
toa payoh,joo seng,10-14,f,130
toa payoh,kim keat,10-14,f,160
toa payoh,lorong 8 toa payoh,10-14,f,170
toa payoh,pei chun,10-14,f,330
toa payoh,potong pasir,10-14,f,230
toa payoh,sennett,10-14,f,120
toa payoh,toa payoh central,10-14,f,740
toa payoh,toa payoh west,10-14,f,250
toa payoh,woodleigh,10-14,f,70
western water catchment,western water catchment,10-14,f,30
woodlands,midview,10-14,f,1260
woodlands,north coast,10-14,f,360
woodlands,woodgrove,10-14,f,1130
woodlands,woodlands east,10-14,f,3410
woodlands,woodlands south,10-14,f,1250
woodlands,woodlands west,10-14,f,810
yishun,khatib,10-14,f,240
yishun,lower seletar,10-14,f,90
yishun,nee soon,10-14,f,30
yishun,northland,10-14,f,760
yishun,springleaf,10-14,f,100
yishun,yishun central,10-14,f,30
yishun,yishun east,10-14,f,1400
yishun,yishun south,10-14,f,970
yishun,yishun west,10-14,f,1430
ang mo kio,ang mo kio town centre,15-19,f,150
ang mo kio,cheng san,15-19,f,650
ang mo kio,chong boon,15-19,f,620
ang mo kio,kebun bahru,15-19,f,620
ang mo kio,sembawang hills,15-19,f,290
ang mo kio,shangri-la,15-19,f,510
ang mo kio,tagore,15-19,f,300
ang mo kio,townsville,15-19,f,520
ang mo kio,yio chu kang east,15-19,f,160
ang mo kio,yio chu kang west,15-19,f,780
bedok,bayshore,15-19,f,210
bedok,bedok north,15-19,f,2340
bedok,bedok reservoir,15-19,f,740
bedok,bedok south,15-19,f,1470
bedok,frankel,15-19,f,910
bedok,kaki bukit,15-19,f,1270
bedok,kembangan,15-19,f,1030
bedok,siglap,15-19,f,190
bishan,bishan east,15-19,f,720
bishan,marymount,15-19,f,1000
bishan,upper thomson,15-19,f,890
bukit batok,bukit batok central,15-19,f,770
bukit batok,bukit batok east,15-19,f,400
bukit batok,bukit batok south,15-19,f,570
bukit batok,bukit batok west,15-19,f,500
bukit batok,gombak,15-19,f,260
bukit batok,guilin,15-19,f,420
bukit batok,hillview,15-19,f,820
bukit batok,hong kah north,15-19,f,820
bukit merah,alexandra hill,15-19,f,410
bukit merah,alexandra north,15-19,f,40
bukit merah,bukit ho swee,15-19,f,340
bukit merah,bukit merah,15-19,f,20
bukit merah,depot road,15-19,f,120
bukit merah,everton park,15-19,f,190
bukit merah,henderson hill,15-19,f,300
bukit merah,kampong tiong bahru,15-19,f,220
bukit merah,maritime square,15-19,f,60
bukit merah,redhill,15-19,f,290
bukit merah,telok blangah drive,15-19,f,340
bukit merah,telok blangah rise,15-19,f,330
bukit merah,telok blangah way,15-19,f,200
bukit merah,tiong bahru,15-19,f,210
bukit merah,tiong bahru station,15-19,f,370
bukit panjang,bangkit,15-19,f,760
bukit panjang,dairy farm,15-19,f,200
bukit panjang,fajar,15-19,f,780
bukit panjang,jelebu,15-19,f,1250
bukit panjang,nature reserve,15-19,f,150
bukit panjang,saujana,15-19,f,900
bukit panjang,senja,15-19,f,580
bukit timah,anak bukit,15-19,f,750
bukit timah,coronation road,15-19,f,190
bukit timah,farrer court,15-19,f,140
bukit timah,hillcrest,15-19,f,330
bukit timah,holland road,15-19,f,420
bukit timah,leedon park,15-19,f,200
bukit timah,swiss club,15-19,f,190
bukit timah,ulu pandan,15-19,f,340
changi,changi point,15-19,f,20
changi,changi west,15-19,f,50
choa chu kang,choa chu kang central,15-19,f,880
choa chu kang,choa chu kang north,15-19,f,1840
